,Town,Region,Country,Town Code,Website,Phone,Postal Code,Mayor,Population,Area,Altitude,LAT,LONG,URL,Inhabitants/Km2
657,Cúcuta,Norte de Santander,Colombia,54001,http://cucuta-nortedesantander.gov.co,+5775833939,540018,Cesar Omar Rojas Ayala,585543,1098.0,297,7.9,-72.5,https://www.municipio.com.co/municipio-cucuta.html,533.3
658,El Piñón,Magdalena,Colombia,47258,http://elpinon-magdalena.gov.co,+5758781833,476001,Carlos Alberto Carbonell Álvarez,16684,544.0,19,10.3409,-74.7342,https://www.municipio.com.co/municipio-el-pinon.html,30.7
659,Tenerife,Magdalena,Colombia,47798,http://www.tenerife-magdalena.gov.co,+5754860517,475050,Jorge Miguel Mercado Botero,12291,491.0,8,9.9,-74.867,https://www.municipio.com.co/municipio-tenerife.html,25.0
660,Ariguaní,Magdalena,Colombia,47058,http://www.ariguani-magdalena.gov.co,+5754258097,475019,Rivelino De Jesus Mendoza Ballestas,30568,1109.0,175,9.84811,-74.236,https://www.municipio.com.co/municipio-ariguani.html,27.6
661,Pueblo Viejo,Magdalena,Colombia,47570000,http://www.puebloviejo-magdalena.gov.co,+5754241590,N/A,Jaime Caballero Carbono,24865,691.0,2,10.9779,-74.3273,https://www.municipio.com.co/municipio-pueblo-viejo.html,36.0
662,Concordia,Magdalena,Colombia,47205,http://www.concordia-magdalena.gov.co,+5758781420,476030,Eliseo José Barraza Barrios,9922,111.0,12,10.2583,-74.8354,https://www.municipio.com.co/municipio-concordia-mag.html,89.4
663,Algarrobo,Magdalena,Colombia,47030,http://www.algarrobo-magdalena.gov.co,+5754142109,472040,Maribel Andrade Zambrano,11556,409.0,100,10.183,-74.067,https://www.municipio.com.co/municipio-algarrobo.html,28.3
664,Sabanas de San Angel,Magdalena,Colombia,47660,http://www.sabanasdesanangel-magdalena.gov.co,+5754142356,475001,Javier Antonio Vergara Vergara,14353,1196.0,119,10.033,-74.217,https://www.municipio.com.co/municipio-sabanas-de-san-angel.html,12.0
665,Los Patios,Norte de Santander,Colombia,54405,http://www.lospatios-nortedesantander.gov.co,+5775806401,541010,Rafael Cáceres Núñez,67441,131.0,403,7.83498,-72.506,https://www.municipio.com.co/municipio-los-patios.html,514.8
666,Abrego,Norte de Santander,Colombia,54003,http://www.abrego-nortedesantander.gov.co,+5775642178,546078,Efraín Palacios Jaimes,32142,917.0,1398,8.0826,-73.221,https://www.municipio.com.co/municipio-abrego.html,35.1
667,El Zulia,Norte de Santander,Colombia,54261,http://www.elzulia-nortedesantander.gov.co,+5775789444,545510,Manuel Orlando Pradilla Garcia,20247,528.0,209,7.933,-72.6,https://www.municipio.com.co/municipio-el-zulia.html,38.3
668,Tibú,Norte de Santander,Colombia,54810,http://www.tibu-nortedesantander.gov.co,+5775663314,548018,Gustavo León  Becerra,30059,2737.0,75,8.65,-72.733,https://www.municipio.com.co/municipio-tibu.html,11.0
669,Pamplona,Norte de Santander,Colombia,54518,http://pamplona-nortedesantander.gov.co,+5775681108,543058,Ronald Mauricio Contreras Florez,52903,313.0,2327,7.37806,-72.6525,https://www.municipio.com.co/municipio-pamplona.html,169.0
670,Sardinata,Norte de Santander,Colombia,54720,http://www.sardinata.com,+5775665206,545538,Carlos Andrés Pérez  Pérez.,19425,1435.0,300,8.083,-72.8,https://www.municipio.com.co/municipio-sardinata.html,13.5
671,Chinácota,Norte de Santander,Colombia,54172,http://www.chinacota.com,+5775865610,541077,Nubia Rosa Romero Contreras,14736,187.0,1194,7.617,-72.6,https://www.municipio.com.co/municipio-chinacota.html,78.8
672,Toledo,Norte de Santander,Colombia,54820,http://www.toledo-nortedesantander.gov.co,+5775670375,542038,Jairo Alberto Castellanos Serrano,15378,1486.0,1692,7.317,-72.483,https://www.municipio.com.co/municipio-toledo-nsa.html,10.3
673,Teorama,Norte de Santander,Colombia,54800,http://www.teorama-nortedesantander.gov.co,+5775637118,547038,Robinson Salazar Benítez,15292,865.0,1184,8.433,-73.283,https://www.municipio.com.co/municipio-teorama.html,17.7
674,Convención,Norte de Santander,Colombia,54206,http://www.convencion-nortedesantander.gov.co,+5775630913,547059,DIMAR BARBOSA RIOBÓ,14018,907.0,1062,8.46864,-73.3377,https://www.municipio.com.co/municipio-convencion.html,15.5
675,La Esperanza,Norte de Santander,Colombia,54385,http://www.laesperanza-nortedesantander.gov.co,+5775655055,546050,Mariela Serrano Quintero,10889,666.0,189,7.633,-73.333,https://www.municipio.com.co/municipio-la-esperanza.html,16.3
676,El Carmen,Norte de Santander,Colombia,54245,http://www.elcarmen-nortedesantander.gov.co,+5775633590,547079,Reinel Contreras Uribe,11750,1500.0,781,8.517,-73.45,https://www.municipio.com.co/municipio-el-carmen.html,7.8
677,San Calixto,Norte de Santander,Colombia,54670,http://www.sancalixto-nortedesantander.gov.co,+5775117010,547017,Jairo Antonio Perez Quintero,9837,387.0,1864,8.4,-73.217,https://www.municipio.com.co/municipio-san-calixto.html,25.4
678,Cáchira,Norte de Santander,Colombia,54128,http://www.cachira-nortedesantander.gov.co,+5755687131,546037,Henry Augusto Reyes Acevedo,10557,1058.0,2001,7.73965,-73.0487,https://www.municipio.com.co/municipio-cachira.html,10.0
679,El Tarra,Norte de Santander,Colombia,54250,http://www.eltarra-nortedesantander.gov.co,+5775113008,548058,Yair Diaz Peñaranda,9925,687.0,192,8.57491,-73.0943,https://www.municipio.com.co/municipio-el-tarra.html,14.4
680,Chitagá,Norte de Santander,Colombia,54174,http://www.chitaga-nortedesantander.gov.co,+5775678002,544038,Fredy Orlando Quintero Mogollon,9615,1172.0,2286,7.133,-72.667,https://www.municipio.com.co/municipio-chitaga.html,8.2
681,Salazar de Las Palmas,Norte de Santander,Colombia,54660000,http://www.salazardelaspalmas-nortedesantander.gov.co,+5775668039,N/A,Frank Carlos Castrillon Rojas,9272,480.0,889,7.77393,-72.8133,https://www.municipio.com.co/municipio-salazar-de-las-palmas.html,19.3
682,Labateca,Norte de Santander,Colombia,54377,http://www.labateca-nortedesantander.gov.co,+5775674195,542057,wilden fabian capacho,5776,249.0,1676,7.3,-72.5,https://www.municipio.com.co/municipio-labateca.html,23.2
683,La Playa de Belén,Norte de Santander,Colombia,54398000,http://www.laplayadebelen-nortedesantander.gov.co,+5775632128,N/A,Víctor Julio Claro Lozano,5806,248.0,1428,8.21132,-73.2385,https://www.municipio.com.co/municipio-la-playa-de-belen.html,23.4
684,Pamplonita,Norte de Santander,Colombia,54520,http://www.pamplonita-nortedesantander.gov.co,+573204744339,543038,Samuel Mejia Araque,5554,176.0,1725,7.4366,-72.6372,https://www.municipio.com.co/municipio-pamplonita.html,31.6
685,Santo Domingo de Silos,Norte de Santander,Colombia,54743000,http://www.santodomingodesilos-nortedesantander.gov.co,+5775676001,N/A,Yamile RÁngel Calderón,5186,376.0,2462,7.2,-72.767,https://www.municipio.com.co/municipio-santo-domingo-de-silos.html,13.8
686,Villa Caro,Norte de Santander,Colombia,54871,http://www.villacaro-nortedesantander.gov.co,+5775666405,546017,Raúl Ortiz Bastos,5007,396.0,1433,7.917,-72.967,https://www.municipio.com.co/municipio-villa-caro.html,12.6
687,Bucarasica,Norte de Santander,Colombia,54109,http://www.bucarasica-nortedesantander.gov.co,+5775861014,545558,Guzman Reyes Lizcano Gonzalez  ,4507,263.0,1143,8.04079,-72.8678,https://www.municipio.com.co/municipio-bucarasica.html,17.1
688,Herrán,Norte de Santander,Colombia,54347,http://www.herran-nortedesantander.gov.co,+5775860005,542018,Hernando Jose Cely Mogollon,4446,108.0,1955,7.50579,-72.483,https://www.municipio.com.co/municipio-herran.html,41.2
689,San Cayetano,Norte de Santander,Colombia,54673,http://www.sancayetano-nortedesantander.gov.co,+5775868010,545017,Ender Enrique García Acevedo,4491,142.0,274,7.883,-72.633,https://www.municipio.com.co/municipio-san-cayetano-nsa.html,31.6
690,Buenavista,Quindío,Colombia,63111,http://buenavista-quindio.gov.co,+5767547005,632047,Carlos Arturo Vergara Botero,2954,39.0,1482,4.35976,-75.7386,https://www.municipio.com.co/municipio-buenavista-qui.html,75.7
691,Quimbaya,Quindío,Colombia,63594,http://www.quimbaya-quindio.gov.co,+5767520533,634020,Jaime Andres Perez Cotrino ,32928,123.0,1308,4.62262,-75.7657,https://www.municipio.com.co/municipio-quimbaya.html,267.7
692,Mutiscua,Norte de Santander,Colombia,54480,http://www.mutiscua-nortedesantander.gov.co,+5775292010,544077,Misael Gamboa,3847,156.0,2711,7.3,-72.75,https://www.municipio.com.co/municipio-mutiscua.html,24.7
693,Pijao,Quindío,Colombia,63548,http://www.pijao-quindio.gov.co,+5767544033,632067,Edinson Aldana Martínez ,6421,238.0,1739,4.333,-75.7,https://www.municipio.com.co/municipio-pijao.html,27.0
694,Duranía,Norte de Santander,Colombia,54239,http://www.durania-nortedesantander.gov.co,+5775664254,544510,Marlyn Yohana Márquez Rivera,4181,170.0,966,7.71422,-72.6557,https://www.municipio.com.co/municipio-durania.html,24.6
695,Génova,Quindío,Colombia,63302,http://www.genova-quindio.gov.co,+5767672401,632087,Andrés Alberto Campuzano Castro,9293,287.0,1466,4.20484,-75.7921,https://www.municipio.com.co/municipio-genova.html,32.4
696,Santiago,Norte de Santander,Colombia,54680,http://www.santiago-nortedesantander.gov.co,+5775856511,545030,Nelson Camacho Ortiz ,2662,170.0,425,7.8644,-72.7165,https://www.municipio.com.co/municipio-santiago-nsa.html,15.7
697,Puerto Santander,Norte de Santander,Colombia,54553,http://www.puertosantander-nortedesantander.gov.co/,N/A,548030,María Virginia Torres Calbate,8112,44.0,45,8.35826,-72.4114,https://www.municipio.com.co/municipio-puerto-santander-nsa.html,184.4
698,Lourdes,Norte de Santander,Colombia,54418,http://www.lourdes-nortedesantander.gov.co,+5775866258,545070,Gustavo Pedraza Vargas,3407,86.0,1366,7.95,-72.833,https://www.municipio.com.co/municipio-lourdes.html,39.6
699,Ragonvalia,Norte de Santander,Colombia,54599,http://www.ragonvalia-nortedesantander.gov.co,+5775869087,541050,Neyda Vianey Latorre Castellanos,6757,100.0,1644,7.583,-72.483,https://www.municipio.com.co/municipio-ragonvalia.html,67.6
700,Cácota,Norte de Santander,Colombia,54125,http://www.cacota-nortedesantander.gov.co,+5775290010,544010,Manuel Isidro Cañas,2513,135.0,2400,7.26814,-72.6427,https://www.municipio.com.co/municipio-cacota.html,18.6
701,Cucutilla,Norte de Santander,Colombia,54223,http://www.cucutilla-nortedesantander.gov.co,+5775677219,544529,Iván Mauricio Urbina Albarracín,8318,367.0,1277,7.53898,-72.7724,https://www.municipio.com.co/municipio-cucutilla.html,22.7
702,Bochalema,Norte de Santander,Colombia,54099,http://bochalema-nortedesantander.gov.co,+5775863014,543017,Maria Inmaculada Parada Bermon,6558,171.0,1026,7.617,-72.65,https://www.municipio.com.co/municipio-bochalema.html,38.4
703,Salento,Quindío,Colombia,63690,http://www.salento-quindio.gov.co,+5767593252,631027,Juan Miguel Galvis Bedoya,7001,328.0,1937,4.633,-75.567,https://www.municipio.com.co/municipio-salento.html,21.3
704,La Tebaida,Quindío,Colombia,63401,http://www.latebaida-quindio.gov.co,+5767542444,633020,José Ancizar Quintero Quintero,32748,88.0,1200,4.45,-75.783,https://www.municipio.com.co/municipio-la-tebaida.html,372.1
705,Gramalote,Norte de Santander,Colombia,54313,http://www.gramalote-nortedesantander.gov.co,+5775667183,545057,Cristopher Vargas Riveros,6233,145.0,1046,7.88804,-72.7975,https://www.municipio.com.co/municipio-gramalote.html,43.0
706,Hacarí,Norte de Santander,Colombia,54344,http://www.hacari-nortedesantander.gov.co,+5775110099,546517,Milciades Pinzon Pinzon,8116,597.0,1230,8.317,-73.15,https://www.municipio.com.co/municipio-hacari.html,13.6
707,Filandia,Quindío,Colombia,63272,http://filandia-quindio.gov.co,+5767582195,634007,JAIME FRANCO ALZATE,12510,101.0,1908,4.67618,-75.6563,https://www.municipio.com.co/municipio-filandia.html,123.9
708,Arboledas,Norte de Santander,Colombia,54051,http://www.arboledas-nortedesantander.gov.co,+5775669011,544550,Carlos Danilo Esteban Galvis,8589,449.0,1018,7.65,-72.8,https://www.municipio.com.co/municipio-arboledas.html,19.1
709,Córdoba,Quindío,Colombia,63212,http://www.cordoba-quindio.gov.co,+5767545099,632020,Jhon Jairo Pacheco Rozo,5238,90.0,1470,4.39262,-75.6879,https://www.municipio.com.co/municipio-cordoba-qui.html,58.2
710,Calarcá,Quindío,Colombia,63130,http://www.calarca-quindio.gov.co,+5767421126,632007,Jenny Alexandra Trujillo Alzate,71605,208.0,1502,4.53194,-75.6503,https://www.municipio.com.co/municipio-calarca.html,344.3
711,Circasia,Quindío,Colombia,63190,http://www.circasia-quindio.gov.co,+5767584183,631008,Carlos Alberto Duque Naranjo,26705,87.0,1772,4.617,-75.633,https://www.municipio.com.co/municipio-circasia.html,307.0
712,Armenia,Quindío,Colombia,63001,http://www.armenia.gov.co,+5767412430,630008,Carlos Mario Alvarez Morales,272574,115.0,1386,4.52808,-75.704,https://www.municipio.com.co/municipio-armenia-qui.html,2370.2
713,Montenegro,Quindío,Colombia,63470,http://www.montenegro-quindio.gov.co,+5767535382,633008,Alvaro Hernandez Gutierrez,38714,141.0,1294,4.56539,-75.7528,https://www.municipio.com.co/municipio-montenegro.html,274.6
714,Pereira,Risaralda,Colombia,66001,http://www.pereira.gov.co,+5763248001,660003,Carlos Maya,428397,702.0,1411,4.81321,-75.6946,https://www.municipio.com.co/municipio-pereira.html,610.3
715,Dosquebradas,Risaralda,Colombia,66170,http://www.dosquebradas.gov.co,+5763228899,661008,Fernando José Muñoz Duque,173452,80.0,1448,4.83852,-75.6702,https://www.municipio.com.co/municipio-dosquebradas.html,2168.2
716,Marsella,Risaralda,Colombia,66440,http://marsella-risaralda.gov.co,+5763685177,661040,Germán Dario Gomez Fernandez,20683,173.0,1546,4.93294,-75.7395,https://www.municipio.com.co/municipio-marsella.html,119.6
717,Santa Rosa de Cabal,Risaralda,Colombia,66682,http://santarosadecabal-risaralda.gov.co,+5763645522,661020,Carlos Eduardo Toro,67410,630.0,1688,4.867,-75.617,https://www.municipio.com.co/municipio-santa-rosa-de-cabal.html,107.0
718,Quinchía,Risaralda,Colombia,66594,http://quinchia-risaralda.gov.co,+5763563015,664001,Jorge Alberto Uribe Florez ,31996,163.0,1810,5.33848,-75.7305,https://www.municipio.com.co/municipio-quinchia.html,196.3
719,La Virginia,Risaralda,Colombia,66400,http://www.lavirginia-risaralda.gov.co,+5763682300,662001,Jose Villada Marin,30095,38.0,894,4.89736,-75.8828,https://www.municipio.com.co/municipio-la-virginia.html,792.0
720,Belén de Umbría,Risaralda,Colombia,66088,http://www.belendeumbria-risaralda.gov.co,+5763528047,664048,Jaime Grajales Serna,26603,207.0,1527,5.2,-75.867,https://www.municipio.com.co/municipio-belen-de-umbria.html,128.5
721,Guática,Risaralda,Colombia,66318,http://www.guatica-risaralda.gov.co,+5763539010,664010,William David Soto Ramírez,15102,114.0,1872,5.317,-75.8,https://www.municipio.com.co/municipio-guatica.html,132.5
722,Santuario,Risaralda,Colombia,66687,http://santuario-risaralda.gov.co,+5763687170,663001,Everardo Ochoa Pareja,14736,226.0,1560,5.07248,-75.9622,https://www.municipio.com.co/municipio-santuario-ris.html,65.2
723,Apía,Risaralda,Colombia,66045,http://apia-risaralda.gov.co,+5763609021,663030,Jorge Humberto Arboleda Hincapie,12889,175.0,1621,5.10616,-75.9417,https://www.municipio.com.co/municipio-apia.html,73.7
724,Mistrató,Risaralda,Colombia,66456,http://mistrato-risaralda.gov.co,+5763526002,664028,Diego Leon Medina Muñoz ,12438,755.0,1496,5.3,-75.883,https://www.municipio.com.co/municipio-mistrato.html,16.5
725,Balboa,Risaralda,Colombia,66075,http://www.balboa-risaralda.gov.co,+5763688147,662010,Luz Francy Contreras Cardona,6081,138.0,1573,4.95098,-75.9588,https://www.municipio.com.co/municipio-balboa-ris.html,44.1
726,Pueblo Rico,Risaralda,Colombia,66572,http://pueblorico-risaralda.gov.co,+5763663254,663011,Jaime Mena Buenaños,11436,632.0,1538,5.22156,-76.0292,https://www.municipio.com.co/municipio-pueblo-rico.html,18.1
727,La Celia,Risaralda,Colombia,66383,http://www.lacelia-risaralda.gov.co,+5763671525,662037,Angelo Giraldo García,8348,107.0,1380,5.00194,-76.0039,https://www.municipio.com.co/municipio-la-celia.html,78.0
728,Tocancipá,Cundinamarca,Colombia,25817,http://www.tocancipa-cundinamarca.gov.co,+5718574121,251017,Andrés Porras Vargas,23981,72.0,2579,4.967,-73.917,https://www.municipio.com.co/municipio-tocancipa.html,333.1
729,Villeta,Cundinamarca,Colombia,25875,http://www.villeta-cundinamarca.gov.co,+578444874,253410,Jhon Alexander Morera Gutierrez,23620,142.0,799,5.017,-74.467,https://www.municipio.com.co/municipio-villeta.html,166.3
730,Sopó,Cundinamarca,Colombia,25758,http://www.sopo-cundinamarca.gov.co,+5718572292,251007,William Octavio Venegas Ramirez ,21014,113.0,2558,4.90933,-73.9408,https://www.municipio.com.co/municipio-sopo.html,186.0
731,La Calera,Cundinamarca,Colombia,25377,http://www.lacalera-cundinamarca.gov.co,+5718600032,251207,Alvaro Venegas,23308,340.0,2718,4.717,-73.967,https://www.municipio.com.co/municipio-la-calera.html,68.6
732,Silvania,Cundinamarca,Colombia,25743,http://www.silvania-cundinamarca.gov.co,+5718684355,252240,Jorge Enrique Sabogal Lara,20872,165.0,1470,4.40358,-74.3875,https://www.municipio.com.co/municipio-silvania.html,126.5
733,El Colegio,Cundinamarca,Colombia,25245,http://www.elcolegio-cundinamarca.gov.co,+5718475057,252637,Oscar Mauricio Núňez Jiménez,20020,114.0,900,4.583,-74.45,https://www.municipio.com.co/municipio-el-colegio.html,175.6
734,Tabio,Cundinamarca,Colombia,25785,http://www.tabio-cundinamarca.gov.co,+5718647153,250230,Ruben Dario Acero Garcia,20714,74.0,2569,4.917,-74.1,https://www.municipio.com.co/municipio-tabio.html,279.9
735,Cogua,Cundinamarca,Colombia,25200,http://www.cogua-cundinamarca.gov.co,+5718548121,250408,William Dario Forero Forero,18093,132.0,2649,5.067,-73.983,https://www.municipio.com.co/municipio-cogua.html,137.1
736,Cota,Cundinamarca,Colombia,25214,http://www.cota-cundinamarca.gov.co,+576013161800,250017,Néstor Orlando Guitarrero Sánchez,19664,52.0,2551,4.817,-74.1,https://www.municipio.com.co/municipio-cota.html,378.2
737,Villapinzón,Cundinamarca,Colombia,25873,http://www.villapinzon-cundinamarca.gov.co,+5718565125,250817,Nelson Javier Torres Romero,16217,235.0,2715,5.217,-73.6,https://www.municipio.com.co/municipio-villapinzon.html,69.0
738,Chocontá,Cundinamarca,Colombia,25183,http://www.choconta-cundinamarca.gov.co,+578562125,250807,Dr. Rodrigo Chicuasuque Fernández,19054,302.0,2655,5.14583,-73.6855,https://www.municipio.com.co/municipio-choconta.html,63.1
739,Tocaima,Cundinamarca,Colombia,25815,http://www.tocaima-cundinamarca.gov.co,+5718340061,252840,Wilmar Alexander Martinez Bareño,16149,238.0,400,4.45903,-74.634,https://www.municipio.com.co/municipio-tocaima.html,67.9
740,Yacopí,Cundinamarca,Colombia,25885,http://www.yacopi-cundinamarca.gov.co,+5718546092,253848,John Jaime Sanchez Sanchez,15840,960.0,1124,5.467,-74.333,https://www.municipio.com.co/municipio-yacopi.html,16.5
741,Cáqueza,Cundinamarca,Colombia,25151,http://www.caqueza-cundinamarca.gov.co,+5718480027,251827,Jorge Alberto Poveda Guayacan,15999,106.0,1684,4.40512,-73.9476,https://www.municipio.com.co/municipio-caqueza.html,150.9
742,Tenjo,Cundinamarca,Colombia,25799,http://www.tenjo-cundinamarca.gov.co,+5718646471,250208,Juan Gabriel  Gomez Campos,16607,117.0,2569,4.867,-74.15,https://www.municipio.com.co/municipio-tenjo.html,141.9
743,Puerto Salgar,Cundinamarca,Colombia,25572,http://www.puertosalgar-cundinamarca.gov.co,+5768398444,253487,Antonio Moreno Vera,15237,530.0,177,5.46307,-74.6554,https://www.municipio.com.co/municipio-puerto-salgar.html,28.7
